Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;29;133.817;134.613;130.802;786;708;662;647;615;603;591;581;567;536;500;487;483;480;476;475;471;468;465;160.107;60;99.1494;117.186;31;15;5;3;2;2;817;0;793;0;1436;0;1615;1394;0;1445;0;1005;610;0;1945;0;1289;619;0;2255;2;968
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;30;131.488;131.574;128.384;919;866;808;754;737;694;671;641;614;554;502;481;459;453;372;348;311;256;253;166.859;240;94.4329;111.414;23;12;5;1;1;1;707;0;1900;0;533;0;1411;1959;0;720;0;1165;1694;0;899;0;1251;2539;0;1305;0;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;31;139.86;139.228;142.364;884;791;667;601;527;495;438;406;372;361;314;294;293;286;276;260;259;259;246;216.648;240;72.745;70.3056;17;9;4;1;1;1;779;0;1982;0;960;0;902;2170;0;932;0;742;1752;0;1407;0;685;924;0;2199;0;721
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;32;146.341;145.069;144.009;828;758;631;572;470;399;349;278;278;274;263;263;263;263;241;241;239;239;239;187.644;240;91.1872;91.3093;9;5;4;0;0;0;604;0;2144;0;1363;0;337;2388;0;1242;0;214;1997;0;1636;0;211;86;0;3758;0;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;33;144.592;142.643;139.138;879;853;735;721;672;646;628;613;611;607;600;600;600;584;582;579;570;567;529;155.403;240;104.743;115.657;18;9;3;2;2;1;706;0;2338;0;910;0;596;2494;0;1247;0;103;1374;0;2286;0;184;810;0;3034;0;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;34;135.871;136.167;138.177;880;822;672;577;443;417;388;388;373;364;351;313;309;305;302;300;295;272;252;189.555;240;86.6048;87.3885;12;7;2;1;1;1;794;0;1454;0;1094;5;1291;1972;0;749;0;1123;1450;0;1199;0;1195;810;0;2161;166;707
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;35;116.782;117.318;109.385;1006;939;903;843;799;763;716;684;660;630;603;573;563;518;436;228;206;206;189;145.707;240;90.274;125.114;16;7;2;2;2;0;1114;0;932;0;442;176;2294;998;0;363;25;2458;779;0;408;23;2634;1625;0;308;1032;879
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;36;132.29;131.797;130.109;934;858;743;675;642;594;591;565;512;508;491;460;458;453;446;443;439;436;375;185.771;240;96.8407;104.174;20;10;6;3;2;2;440;0;1329;0;947;55;1513;1701;0;1092;31;1020;750;0;1977;87;1030;1779;0;1487;0;578
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;37;131.641;131.405;135.301;832;723;617;584;545;532;522;480;424;414;357;357;355;354;315;315;308;306;302;227.226;240;60.7572;59.6173;15;10;3;1;1;1;224;0;1589;0;856;13;1386;1551;0;1170;0;1123;1057;0;1547;0;1240;1601;0;1624;2;617
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;38;138.308;137.825;137.657;915;864;760;754;722;701;655;635;616;572;546;544;539;535;531;504;456;454;423;200.345;240;93.0221;93.9955;20;12;5;0;0;0;11;0;1443;0;1211;4;1186;1614;0;1321;0;909;1014;0;1828;0;1002;715;0;2379;0;750
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;39;140.232;141.185;142.104;825;742;687;654;606;553;536;522;505;492;451;451;431;431;428;428;427;400;396;195.25;240;84.7054;88.2823;23;13;6;0;0;0;622;0;2069;0;1062;0;713;2404;0;1161;0;279;1358;0;2173;0;313;397;0;3328;0;119
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;40;150.656;143.322;131.72;797;592;555;545;493;484;426;421;411;374;366;365;364;359;352;340;339;277;260;93.301;30;88.9648;74.1451;8;4;2;1;1;1;569;0;1152;0;1798;0;894;1545;0;1683;0;616;726;0;2545;0;573;784;0;3045;0;15
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;41;143.73;142.028;141.12;739;669;654;635;614;607;589;588;580;523;456;449;420;414;411;381;346;333;308;190.058;270;101.469;83.5372;11;7;3;1;1;1;560;0;1629;0;1383;0;832;2144;0;1338;0;362;1275;0;2286;0;283;39;0;3771;0;34
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;42;165.369;154.387;140.33;475;321;221;187;176;172;161;161;161;155;139;139;139;139;138;137;135;135;133;58.5744;32;59.9073;51.1315;2;1;1;0;0;0;135;0;552;0;3090;0;202;604;0;3184;0;56;369;0;3475;0;0;0;0;3844;0;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;43;170.967;155.762;140.476;622;462;234;119;117;115;115;114;114;111;108;107;106;105;104;103;98;98;96;39.8978;31;35.1831;32.5046;3;2;0;0;0;0;128;0;338;0;3426;0;80;485;0;3351;0;8;289;0;3282;0;273;91;0;3753;0;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;44;141.592;138.564;132.067;862;795;691;650;568;511;474;452;407;389;375;359;347;345;343;342;324;319;305;128.343;240;97.0346;126.216;12;6;3;0;0;0;761;0;1626;0;1197;0;1021;1668;0;1460;0;716;1114;0;1600;0;1130;1536;0;2119;4;185
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;45;136.05;135.478;133.575;874;813;743;699;647;611;591;565;519;504;490;425;364;338;210;199;197;191;188;180.55;240;94.8197;103.179;13;9;4;0;0;0;1039;0;2179;0;715;2;948;2316;0;940;0;588;1595;0;1490;0;759;1514;0;2128;20;182
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;46;135.222;135.345;136.641;869;808;721;703;678;664;621;616;603;577;572;563;558;543;530;526;507;502;455;186.426;240;91.2966;97.7991;11;6;3;0;0;0;481;0;1241;0;1321;0;1282;2008;0;1044;0;792;1435;0;1611;0;798;372;0;2402;79;991
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;47;141.841;141.481;139.463;794;691;623;599;570;560;549;542;528;525;518;505;499;477;476;476;476;472;423;181.663;240;94.9762;101.988;20;10;4;1;1;1;282;0;1321;0;1439;0;1084;1803;0;1364;0;677;1020;0;2131;0;693;291;0;2959;0;594
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;48;137.666;138.045;136.019;858;783;645;620;594;581;561;550;546;545;542;531;524;520;515;502;381;318;298;189.457;240;92.1318;98.2345;17;8;5;1;1;1;165;0;817;0;1591;51;1385;1075;0;1641;0;1128;969;0;1657;0;1218;893;0;2113;165;673
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;49;131.165;132.014;132.469;831;675;597;582;551;540;508;485;475;460;430;428;427;419;409;402;395;197;191;194.694;240;82.2894;89.1257;14;6;4;0;0;0;603;0;1687;0;1051;0;1106;1658;0;1200;0;986;1350;0;1463;0;1031;1445;0;1884;0;515
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;50;166.148;153.749;139.741;468;341;266;212;192;179;141;110;108;77;75;75;75;74;71;71;68;68;67;38.3033;29;20.5238;19.6858;2;2;1;0;0;0;0;0;163;0;3522;0;159;673;0;3062;0;109;731;0;3046;0;67;70;0;3612;0;162
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;51;153.091;143.929;129.449;466;436;436;430;430;416;416;416;414;401;381;380;379;379;379;379;378;378;378;60.4415;32;55.6533;46.0993;2;1;1;0;0;0;459;0;1081;0;2248;0;515;1171;0;2409;0;264;562;0;3164;0;118;276;0;3442;0;126
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;52;171.303;158.367;145.479;326;101;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;32.4329;31;13.9616;13.7451;0;0;0;0;0;0;33;0;201;0;3643;0;0;231;0;3613;0;0;203;0;3641;0;0;112;0;3732;0;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;53;174.429;157.011;142.742;447;216;85;74;18;18;18;18;18;16;16;16;16;16;16;16;16;15;14;27.5921;28;5.17828;5.19432;0;0;0;0;0;0;0;0;52;0;3792;0;0;103;0;3741;0;0;44;0;3800;0;0;0;0;3844;0;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;54;160.901;153.089;143.537;727;573;504;393;346;327;316;245;243;237;232;231;209;175;150;149;148;147;145;78.8822;240;81.8995;141.198;2;2;2;0;0;0;672;0;1452;0;2237;0;155;2538;0;1231;0;75;1747;0;2086;0;11;806;0;3038;0;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;55;159.976;155.206;145.793;858;740;528;511;465;407;395;348;310;309;302;281;257;245;237;237;236;227;225;64.475;30;59.5228;48.3387;4;3;3;0;0;0;340;0;803;0;2519;47;475;2279;0;1209;6;350;1525;0;1803;0;516;765;0;2909;100;70
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;56;130.712;131.66;131.087;893;838;762;708;698;690;668;650;582;575;563;561;557;501;500;499;496;478;465;169.53;240;92.7965;107.415;17;10;5;2;2;2;407;0;1118;0;924;15;1787;1420;0;1042;0;1382;1086;0;1336;0;1422;1775;0;1348;139;582
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;57;134.394;134.58;134.753;764;707;688;655;645;628;580;516;481;477;463;452;441;432;411;403;396;393;375;182.612;240;91.1767;99.0216;18;9;5;1;1;1;796;0;2051;0;598;70;1125;2190;0;814;27;813;1142;0;1768;80;854;1628;0;2138;4;74
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;58;132.866;132.702;130.087;861;794;720;681;647;640;583;577;572;560;552;548;534;495;477;423;375;370;345;179.844;60;101.365;122.759;11;9;4;0;0;0;746;0;1331;0;1231;0;1282;1337;0;1586;0;921;994;0;1670;0;1180;1125;0;1866;0;853
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;59;154.301;152.314;155.612;900;816;665;419;332;317;221;221;220;217;205;204;204;198;192;192;180;176;172;245.32;270;63.6507;51.8677;9;6;3;0;0;0;138;0;970;0;2557;0;317;1240;0;2528;0;76;969;0;2848;0;27;1;0;3731;0;112
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;60;146.154;141.515;126.922;667;482;400;386;378;375;367;366;365;364;360;360;359;357;356;354;344;342;326;93.1168;30;84.8458;71.7044;6;4;2;1;1;1;284;0;681;0;2147;0;1016;1152;0;1967;0;725;799;0;2507;0;538;605;0;2614;2;623
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;61;142.882;142.502;127.999;733;528;476;457;398;369;349;334;324;318;295;273;236;236;233;232;230;229;217;136.797;240;102.02;124.088;6;5;3;0;0;0;0;0;742;0;2060;0;1042;785;0;2167;0;892;1155;0;1890;0;799;665;0;2506;0;673
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;62;157.811;151.873;143.606;626;602;555;550;548;532;517;480;478;448;447;445;438;430;426;418;414;413;390;116.627;28;105.151;77.1659;7;6;2;0;0;0;470;0;1870;0;1913;0;61;2007;0;1837;0;0;2113;0;1731;0;0;607;0;3237;0;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;63;160.899;152.682;140.155;653;534;360;360;357;336;327;280;280;280;280;279;224;224;215;176;176;167;166;67.1059;28;67.5494;54.7198;1;1;1;0;0;0;527;0;1294;0;2310;0;240;1622;0;2018;0;204;570;0;3206;0;68;417;0;3427;0;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;64;170.966;157.668;136.3;754;499;351;308;242;241;232;223;190;189;141;141;140;140;140;139;137;137;127;47.5507;35;33.1641;29.6248;2;2;2;0;0;0;161;0;707;0;2984;0;153;1499;0;2307;0;38;835;0;3009;0;0;573;0;3252;0;19
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;65;173.267;156.896;137.04;537;252;182;142;96;84;64;41;13;13;13;13;13;13;13;13;13;13;13;32.9516;34;3.73633;3.88067;1;1;0;0;0;0;0;0;46;0;3798;0;0;291;0;3553;0;0;143;0;3701;0;0;4;0;3840;0;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;66;151.633;147.293;135.632;860;749;698;672;644;623;594;569;540;514;471;456;453;438;419;403;400;394;382;96.8275;60;84.7837;85.7378;14;6;2;0;0;0;548;0;1348;0;1797;49;650;1631;0;1652;4;557;1026;0;2235;0;583;818;0;3014;0;12
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;67;135.346;135.137;128.517;838;785;708;681;653;647;628;599;596;548;522;510;497;454;452;445;439;380;372;167.72;240;99.6433;115.194;20;11;6;1;1;1;652;0;1410;0;1136;36;1262;1479;0;1342;0;1023;1053;0;1534;10;1247;1389;0;1755;109;591
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;68;157.195;155.851;158.943;834;736;643;614;528;464;443;426;384;198;198;191;191;191;191;190;188;187;151;246.277;300;57.9922;48.9442;10;4;2;3;3;2;120;0;901;0;2724;0;219;1674;0;2077;0;93;1322;0;2413;0;109;320;0;3524;0;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;69;138.484;138.591;138.188;823;727;609;567;508;500;461;455;443;433;423;420;420;412;395;380;352;284;83;177.538;60;95.5072;127.242;8;6;3;0;0;0;1329;0;1381;0;1060;0;1403;1943;0;1306;0;595;2055;0;1368;0;421;1100;0;2729;0;15
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;70;134.147;133.137;114.705;920;736;645;568;512;490;432;409;391;356;325;219;193;192;191;167;140;134;129;98.9373;240;80.5089;147.221;7;3;2;1;1;1;659;0;1517;0;1228;0;1099;1305;0;1495;0;1044;1164;0;1643;0;1037;1254;0;1190;9;1391
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;71;126.111;129.817;113.537;819;712;571;469;382;346;311;299;290;265;263;244;240;239;237;229;226;224;217;128.329;240;85.5658;135.449;14;9;4;0;0;0;604;0;984;0;1048;0;1812;995;0;971;0;1878;894;0;1052;0;1898;651;0;1081;6;2106
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;72;145.522;145.576;141.434;811;692;647;589;566;557;545;518;507;503;502;502;501;500;484;481;476;473;440;158.524;240;100.223;115.972;21;13;5;2;2;2;834;0;1277;0;1550;0;1017;1825;0;1512;0;507;1101;0;1402;0;1341;149;0;3446;0;249
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;73;152.519;148.648;132.254;727;592;490;450;448;445;432;425;395;393;386;383;379;365;359;340;340;340;299;76.4113;39;66.8106;63.3805;9;7;4;0;0;0;513;0;878;0;2118;16;832;2091;0;1189;0;564;972;0;2412;0;460;335;0;3167;0;342
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;74;175.221;162.326;143.66;566;377;195;158;158;158;158;157;157;157;143;127;125;118;101;100;99;73;73;37.1873;35;10.9052;11.0855;0;0;0;0;0;0;0;0;185;0;3596;0;63;1014;0;2830;0;0;465;0;3379;0;0;18;0;3826;0;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;75;164.524;155.965;137.548;696;598;564;553;533;521;496;486;449;444;428;414;401;393;383;341;338;328;323;44.0127;33;14.081;17.703;12;6;3;0;0;0;0;0;1135;0;2358;0;351;1703;0;2098;0;43;1595;0;2176;0;73;141;0;3703;0;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;76;142.336;140.859;121.769;993;945;877;783;668;561;454;407;371;316;294;275;271;266;226;221;213;205;203;72.4433;60;52.7336;53.5179;15;8;4;0;0;0;205;0;542;0;1597;0;1705;1337;0;1088;0;1419;1511;0;817;0;1516;703;0;2088;427;626
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;77;148.992;148.945;143.233;991;936;924;876;785;731;703;685;679;674;661;653;647;643;609;607;548;534;518;147.887;60;93.6923;111.97;13;10;4;2;2;2;917;0;1887;0;1145;0;812;2170;0;1023;0;651;1380;0;1744;0;720;1694;0;2138;0;12
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;78;145.137;144.78;143.93;968;855;678;654;614;578;517;476;404;344;318;236;212;210;178;173;155;153;148;191.227;240;99.9854;99.6159;6;4;3;0;0;0;933;0;1178;0;1475;0;1191;1955;0;1152;0;737;1824;0;1354;0;666;805;0;3039;0;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;79;137.484;138.737;139.84;885;828;774;759;676;665;637;623;599;541;515;474;467;461;409;386;323;315;274;178.817;240;82.6247;94.8628;25;12;4;5;4;3;1627;0;1697;0;626;0;1521;1844;0;1050;0;950;1722;0;1027;0;1095;1374;0;2453;0;17
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;80;167.306;161.419;143.465;905;865;772;653;618;595;560;501;471;435;408;315;312;301;291;262;262;260;257;45.0614;40;12.1183;12.9878;10;7;4;0;0;0;8;0;655;0;2992;0;197;2210;0;1575;0;59;2250;0;1545;0;49;6;0;3817;0;21
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;81;147.135;147.201;139.75;898;834;764;680;639;614;584;561;505;501;480;474;474;464;457;373;365;365;364;146.448;240;101.903;123.633;17;9;3;2;1;1;545;0;1445;0;1771;4;624;1749;0;1610;0;485;1375;0;2069;0;400;354;0;3244;0;246
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;82;150.523;150.222;151.266;817;727;633;580;566;550;527;523;512;505;487;482;481;463;459;456;447;444;443;175.038;240;104.929;99.7215;24;15;4;3;3;2;383;0;1707;0;1767;0;370;2223;0;1438;0;183;1582;0;1975;0;287;288;0;3544;0;12
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;83;151.796;149.365;145.47;806;727;701;689;685;638;613;598;590;582;562;558;548;545;533;531;522;516;512;141.267;0;113.874;80.6872;17;15;6;2;2;1;326;0;1714;0;1560;0;570;2228;0;1382;0;234;1608;0;2101;0;135;1820;0;2024;0;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;84;149.905;149.347;129.883;879;828;789;761;728;690;651;639;620;611;597;587;569;566;541;464;459;437;435;69.0981;60;43.8163;44.5028;12;7;4;2;1;1;86;0;1022;0;1779;0;1043;1096;0;2196;0;552;1260;0;2150;0;434;25;0;3141;0;678
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;85;168.746;166.786;154.05;893;865;747;682;631;577;534;508;446;426;408;365;324;313;293;291;284;283;283;78.4446;40;61.3177;67.8868;9;8;2;4;4;1;471;0;1542;0;1759;0;543;2480;0;930;0;434;2807;0;587;0;450;1837;0;1543;0;464
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;86;171.161;172.749;173.252;909;871;853;788;787;777;751;737;728;691;662;659;611;607;576;481;473;465;447;174.556;210;69.0579;74.7373;25;12;6;1;1;1;922;0;1663;0;2181;0;0;2783;0;1061;0;0;2673;0;1171;0;0;2238;0;1606;0;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;87;167.699;168.414;163.251;963;944;880;834;753;684;650;607;553;544;474;459;392;384;374;319;313;280;248;111.46;60;75.1538;88.4944;14;8;2;2;2;2;750;0;2325;0;936;0;583;2965;0;598;0;281;2330;0;1323;0;191;2489;0;1355;0;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;88;142.047;142.943;139.248;853;797;767;745;718;707;675;672;596;544;518;475;447;434;371;295;224;197;125;165.664;240;89.27;106.953;18;8;6;0;0;0;2134;0;2169;0;829;0;846;2563;0;622;0;659;1462;0;1779;0;603;337;0;3507;0;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;89;147.932;148.426;147.928;823;736;666;581;482;451;424;385;362;361;345;338;333;311;305;303;289;287;241;163.075;240;96.2697;102.11;19;11;4;2;2;1;588;0;1688;0;1577;0;579;2154;0;1284;0;406;1969;0;1515;0;360;484;0;3355;0;5
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;90;118.444;128.289;102.89;747;628;564;488;410;400;386;334;333;321;299;284;276;275;272;271;264;264;261;113.038;240;71.3608;141.809;9;5;3;0;0;0;538;0;322;0;1221;305;1996;848;0;858;199;1939;870;0;833;108;2033;401;0;1270;398;1775
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;91;130.992;135.35;121.611;852;793;764;723;696;689;665;655;638;597;583;566;562;525;513;459;456;456;447;136.386;240;88.7763;129.062;17;14;5;1;1;1;738;0;1486;0;857;162;1339;1700;0;892;101;1151;672;0;1854;136;1182;682;0;2077;446;639
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;92;150.386;149.606;150.965;835;739;698;639;618;601;564;549;531;503;494;492;488;486;468;466;451;438;417;199.174;240;91.8935;86.7741;24;12;4;0;0;0;461;0;1980;0;1401;0;463;2359;0;1166;0;319;1685;0;1819;0;340;360;0;3484;0;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;93;151.86;148.753;148.887;872;732;635;596;538;509;492;490;438;417;408;342;326;318;288;285;284;282;259;175.414;240;119.469;98.7743;15;8;5;0;0;0;364;0;1816;0;1659;0;369;2356;0;1365;0;123;1495;0;2310;0;39;596;0;3248;0;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;94;140.421;143.237;128.492;805;680;621;550;504;444;427;420;387;386;380;377;376;362;354;344;340;296;287;120.196;60;83.2659;87.3896;12;8;5;0;0;0;374;0;753;0;1858;0;1233;952;0;1923;0;969;963;0;2004;0;877;447;0;2754;249;394
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;95;155.602;157.826;156.818;896;853;761;728;688;658;592;527;440;399;384;373;343;337;300;298;286;250;239;178.835;210;72.3541;76.8549;20;12;5;1;1;1;949;0;1473;0;1958;0;413;2470;0;1068;0;306;2119;0;1386;0;339;422;0;3075;50;297
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;96;175.985;177.81;175.356;982;944;882;854;812;793;752;703;698;677;622;612;597;574;566;558;492;490;480;148.581;60;72.3774;112.472;26;15;4;3;3;1;814;0;2973;0;562;0;309;2954;0;759;0;131;2545;0;1173;0;126;3499;0;345;0;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;97;141.731;143.62;140.218;881;793;704;649;642;513;406;376;359;359;344;340;339;339;338;325;310;214;210;146.635;60;81.2185;116.501;12;6;4;1;1;1;2118;0;1450;0;944;0;1450;1897;0;1257;0;690;1618;0;1703;0;523;1329;0;2515;0;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;98;149.91;148.874;145.817;854;813;758;717;669;655;603;599;545;515;510;508;488;483;478;476;386;386;379;192.431;240;99.4003;101.148;19;10;3;3;3;1;712;0;1733;0;1387;0;724;1811;0;1484;0;549;892;0;2471;0;481;704;0;3128;0;12
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\74\01.bmp;99;149.726;149.867;143.787;810;719;680;598;558;533;482;451;336;318;306;269;236;236;232;232;227;227;225;161.053;240;100.499;110.014;6;5;2;0;0;0;403;0;1401;0;1901;0;542;1613;0;1813;0;418;2143;0;1358;0;343;134;0;3540;0;170
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\75\01.bmp;0;126.53;129.606;111.402;867;762;643;611;575;546;515;465;444;397;395;393;388;381;364;364;362;359;357;82.5567;60;54.294;53.1906;14;8;4;1;1;1;180;57;888;579;1442;0;935;919;499;1814;0;612;1013;225;2165;0;441;1121;0;2505;0;218
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\75\01.bmp;1;103.269;107.345;106.787;785;585;405;353;309;295;290;280;256;219;217;215;214;212;207;153;153;151;150;169.672;224;76.2392;93.0702;9;6;4;2;2;2;3;1153;63;1071;1626;0;1084;31;1125;2004;0;684;54;322;3091;0;377;5;262;3542;0;35
