Year,Pop_ID,Patch_ID,Plant_Num,Latitude,Longitude,Area_sq_m_2018,Plants_present_2018,City_dist,Transect_ID,Date,Height,Viable_Pods Produced,Aborted_Pods,Peduncles,Collected_pod_length,Other_pod_lengths,Collected_pod_width,Collected_pod_seed_number,Collected_pod_seed_weight,Notes
2018,AS008,MW004,3,43.566922,-79.679797,20,25,16.18,South,9/16/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,
2018,AS008,MW004,4,43.566922,-79.679797,20,25,16.18,South,9/16/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,
2018,AS008,MW004,5,43.566922,-79.679797,20,25,16.18,South,9/16/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,
2018,AS009,MW004,1,43.563919,-79.682622,15,5,16.39,South,9/16/2018,111,5,Did_not_measure,3,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"One plant sampled from AS005, one 90 m NW of AS008, one from AS007, one from AS008, and one from AS009 to combine into sampled population MW004. One plant left at AS006 had no pods. Plant 5."
2018,AS009,MW004,2,43.563919,-79.682622,15,5,16.39,South,9/16/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,
2018,AS009,MW004,3,43.563919,-79.682622,15,5,16.39,South,9/16/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,
2018,AS009,MW004,4,43.563919,-79.682622,15,5,16.39,South,9/16/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,
2018,AS009,MW004,5,43.563919,-79.682622,15,5,16.39,South,9/16/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,
2018,AS010,MW005,1,43.493329,-79.747541,9,15,21.53,Rural,9/14/2018,80,2,Did_not_measure,2,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW005, collected 2 plants from AS010, 2 plants from AS012, and 1 plant from AS013. Plants at AS011 had no see/leaves. "
2018,AS010,MW005,2,43.493329,-79.747541,9,15,21.53,Rural,9/14/2018,94,5,Did_not_measure,3,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW005, collected 2 plants from AS010, 2 plants from AS012, and 1 plant from AS013. Plants at AS011 had no see/leaves. "
2018,AS010,MW005,3,43.493329,-79.747541,9,15,21.53,Rural,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW005, collected 2 plants from AS010, 2 plants from AS012, and 1 plant from AS013. Plants at AS011 had no see/leaves. "
2018,AS010,MW005,4,43.493329,-79.747541,9,15,21.53,Rural,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW005, collected 2 plants from AS010, 2 plants from AS012, and 1 plant from AS013. Plants at AS011 had no see/leaves. "
2018,AS010,MW005,5,43.493329,-79.747541,9,15,21.53,Rural,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW005, collected 2 plants from AS010, 2 plants from AS012, and 1 plant from AS013. Plants at AS011 had no see/leaves. "
2018,AS011,MW005,1,43.493262,-79.747925,4,5,21.55,Rural,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW005, collected 2 plants from AS010, 2 plants from AS012, and 1 plant from AS013. Plants at AS011 had no see/leaves. "
2018,AS011,MW005,2,43.493262,-79.747925,4,5,21.55,Rural,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW005, collected 2 plants from AS010, 2 plants from AS012, and 1 plant from AS013. Plants at AS011 had no see/leaves. "
2018,AS011,MW005,3,43.493262,-79.747925,4,5,21.55,Rural,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW005, collected 2 plants from AS010, 2 plants from AS012, and 1 plant from AS013. Plants at AS011 had no see/leaves. "
2018,AS011,MW005,4,43.493262,-79.747925,4,5,21.55,Rural,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW005, collected 2 plants from AS010, 2 plants from AS012, and 1 plant from AS013. Plants at AS011 had no see/leaves. "
2018,AS011,MW005,5,43.493262,-79.747925,4,5,21.55,Rural,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW005, collected 2 plants from AS010, 2 plants from AS012, and 1 plant from AS013. Plants at AS011 had no see/leaves. "
2018,AS012,MW005,1,43.492717,-79.748081,30,30,21.58,Rural,9/14/2018,114,5,Did_not_measure,9,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW005, collected 2 plants from AS010, 2 plants from AS012, and 1 plant from AS013. Plants at AS011 had no see/leaves. "
2018,AS012,MW005,2,43.492717,-79.748081,30,30,21.58,Rural,9/14/2018,101,6,Did_not_measure,3,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW005, collected 2 plants from AS010, 2 plants from AS012, and 1 plant from AS013. Plants at AS011 had no see/leaves. "
2018,AS012,MW005,3,43.492717,-79.748081,30,30,21.58,Rural,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW005, collected 2 plants from AS010, 2 plants from AS012, and 1 plant from AS013. Plants at AS011 had no see/leaves. "
2018,AS012,MW005,4,43.492717,-79.748081,30,30,21.58,Rural,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW005, collected 2 plants from AS010, 2 plants from AS012, and 1 plant from AS013. Plants at AS011 had no see/leaves. "
2018,AS012,MW005,5,43.492717,-79.748081,30,30,21.58,Rural,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW005, collected 2 plants from AS010, 2 plants from AS012, and 1 plant from AS013. Plants at AS011 had no see/leaves. "
2018,AS013,MW005,1,43.492005,-79.749026,60,20,21.64,Rural,9/14/2018,127,4,Did_not_measure,5,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW005, collected 2 plants from AS010, 2 plants from AS012, and 1 plant from AS013. Plants at AS011 had no see/leaves. "
2018,AS013,MW005,2,43.492005,-79.749026,60,20,21.64,Rural,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW005, collected 2 plants from AS010, 2 plants from AS012, and 1 plant from AS013. Plants at AS011 had no see/leaves. "
2018,AS013,MW005,3,43.492005,-79.749026,60,20,21.64,Rural,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW005, collected 2 plants from AS010, 2 plants from AS012, and 1 plant from AS013. Plants at AS011 had no see/leaves. "
2018,AS013,MW005,4,43.492005,-79.749026,60,20,21.64,Rural,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW005, collected 2 plants from AS010, 2 plants from AS012, and 1 plant from AS013. Plants at AS011 had no see/leaves. "
2018,AS013,MW005,5,43.492005,-79.749026,60,20,21.64,Rural,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW005, collected 2 plants from AS010, 2 plants from AS012, and 1 plant from AS013. Plants at AS011 had no see/leaves. "
2018,AS014,MW006,1,43.438669,-79.780878,300,100,25.05,Rural,9/14/2018,87,4,Did_not_measure,3,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW006, collected 2 plants from AS014, 1 from AS015, and 2 from AS016"
2018,AS014,MW006,2,43.438669,-79.780878,300,100,25.05,Rural,9/14/2018,112,2,Did_not_measure,4,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW006, collected 2 plants from AS014, 1 from AS015, and 2 from AS016"
2018,AS014,MW006,3,43.438669,-79.780878,300,100,25.05,Rural,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW006, collected 2 plants from AS014, 1 from AS015, and 2 from AS016"
2018,AS014,MW006,4,43.438669,-79.780878,300,100,25.05,Rural,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW006, collected 2 plants from AS014, 1 from AS015, and 2 from AS016"
2018,AS014,MW006,5,43.438669,-79.780878,300,100,25.05,Rural,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW006, collected 2 plants from AS014, 1 from AS015, and 2 from AS016"
2018,AS015,MW006,1,43.434924,-79.777459,10,15,25.07,Rural,9/14/2018,103,3,Did_not_measure,2,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW006, collected 2 plants from AS014, 1 from AS015, and 2 from AS016"
2018,AS015,MW006,2,43.434924,-79.777459,10,15,25.07,Rural,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW006, collected 2 plants from AS014, 1 from AS015, and 2 from AS016"
2018,AS015,MW006,3,43.434924,-79.777459,10,15,25.07,Rural,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW006, collected 2 plants from AS014, 1 from AS015, and 2 from AS016"
2018,AS015,MW006,4,43.434924,-79.777459,10,15,25.07,Rural,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW006, collected 2 plants from AS014, 1 from AS015, and 2 from AS016"
2018,AS015,MW006,5,43.434924,-79.777459,10,15,25.07,Rural,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW006, collected 2 plants from AS014, 1 from AS015, and 2 from AS016"
2018,AS016,MW006,1,43.436081,-79.777321,200,60,25.01,Rural,9/14/2018,151,7,Did_not_measure,6,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW006, collected 2 plants from AS014, 1 from AS015, and 2 from AS016"
2018,AS016,MW006,2,43.436081,-79.777321,200,60,25.01,Rural,9/14/2018,163,13,Did_not_measure,9,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW006, collected 2 plants from AS014, 1 from AS015, and 2 from AS016"
2018,AS016,MW006,3,43.436081,-79.777321,200,60,25.01,Rural,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW006, collected 2 plants from AS014, 1 from AS015, and 2 from AS016"
2018,AS016,MW006,4,43.436081,-79.777321,200,60,25.01,Rural,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW006, collected 2 plants from AS014, 1 from AS015, and 2 from AS016"
2018,AS016,MW006,5,43.436081,-79.777321,200,60,25.01,Rural,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW006, collected 2 plants from AS014, 1 from AS015, and 2 from AS016"
2018,AS017,MW007,1,43.434493,-79.904435,1,2,30.37,Rural,9/13/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
2018,AS017,MW007,2,43.434493,-79.904435,1,2,30.37,Rural,9/13/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
2018,AS018,MW007,1,43.434819,-79.902274,1,3,30.27,Rural,9/13/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
2018,AS018,MW007,2,43.434819,-79.902274,1,3,30.27,Rural,9/13/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
2018,AS018,MW007,3,43.434819,-79.902274,1,3,30.27,Rural,9/13/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
2018,AS019,MW007,1,43.434125,-79.903894,36,50,30.36,Rural,9/13/2018,99,5,Did_not_measure,4,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
2018,AS019,MW007,2,43.434125,-79.903894,36,50,30.36,Rural,9/13/2018,136,11,Did_not_measure,5,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
2018,AS019,MW007,3,43.434125,-79.903894,36,50,30.36,Rural,9/13/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
2018,AS019,MW007,4,43.434125,-79.903894,36,50,30.36,Rural,9/13/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
2018,AS019,MW007,5,43.434125,-79.903894,36,50,30.36,Rural,9/13/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
2018,AS020,MW007,1,43.433302,-79.902403,900,300,30.32,Rural,9/13/2018,74,5,Did_not_measure,2,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
2018,AS020,MW007,2,43.433302,-79.902403,900,300,30.32,Rural,9/13/2018,141,10,Did_not_measure,6,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
2018,AS020,MW007,3,43.433302,-79.902403,900,300,30.32,Rural,9/13/2018,139,8,Did_not_measure,3,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
2018,AS020,MW007,4,43.433302,-79.902403,900,300,30.32,Rural,9/13/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
2018,AS020,MW007,5,43.433302,-79.902403,900,300,30.32,Rural,9/13/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
2018,AS021,MW008,1,43.457451,-79.866815,21,25,27.94,Rural,9/13/2018,126,4,Did_not_measure,3,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Plants less than 3 m apart
2018,AS021,MW008,2,43.457451,-79.866815,21,25,27.94,Rural,9/13/2018,115,3,Did_not_measure,3,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Plants less than 3 m apart
2018,AS021,MW008,3,43.457451,-79.866815,21,25,27.94,Rural,9/13/2018,109,1,Did_not_measure,1,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Plants less than 3 m apart
2018,AS021,MW008,4,43.457451,-79.866815,21,25,27.94,Rural,9/13/2018,95,0,Did_not_measure,0,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Plants less than 3 m apart
2018,AS021,MW008,5,43.457451,-79.866815,21,25,27.94,Rural,9/13/2018,73,0,Did_not_measure,0,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Plants less than 3 m apart
2018,AS022,MW009,1,43.516263,-79.77922,21,25,22.16,Rural,9/14/2018,109,5,Did_not_measure,3,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,
2018,AS022,MW009,2,43.516263,-79.77922,21,25,22.16,Rural,9/14/2018,83,2,Did_not_measure,3,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,
2018,AS022,MW009,3,43.516263,-79.77922,21,25,22.16,Rural,9/14/2018,30,0,Did_not_measure,0,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,
2018,AS022,MW009,4,43.516263,-79.77922,21,25,22.16,Rural,9/14/2018,47,0,Did_not_measure,0,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,
2018,AS022,MW009,5,43.516263,-79.77922,21,25,22.16,Rural,9/14/2018,63,0,Did_not_measure,0,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,
2018,AS023,MW010,1,43.525816,-79.791571,2,1,22.44,Rural,9/13/2018,35,0,Did_not_measure,0,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,
2018,AS023,MW010,2,43.525816,-79.791571,2,1,22.44,Rural,9/13/2018,42,0,Did_not_measure,0,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,
2018,AS024,MW011,1,43.589594,-79.638468,1000,100,13.68,South,9/19/2018,124,4,Did_not_measure,4,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,plants >3 m apart
2018,AS024,MW011,2,43.589594,-79.638468,1000,100,13.68,South,9/19/2018,123,2,Did_not_measure,6,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,plants >3 m apart
2018,AS024,MW011,3,43.589594,-79.638468,1000,100,13.68,South,9/19/2018,155,6,Did_not_measure,9,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,plants >3 m apart
2018,AS024,MW011,4,43.589594,-79.638468,1000,100,13.68,South,9/19/2018,137,4,Did_not_measure,7,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,plants >3 m apart
2018,AS024,MW011,5,43.589594,-79.638468,1000,100,13.68,South,9/19/2018,127,4,Did_not_measure,5,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,plants >3 m apart
2018,AS025,MW012,1,43.534585,-79.645432,20,15,15.68,South,9/16/2018,130,9,Did_not_measure,5,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"Plants 4&5 <3 m apart; 1,2,3 >3 m apart."
2018,AS025,MW012,2,43.534585,-79.645432,20,15,15.68,South,9/16/2018,84,1,Did_not_measure,2,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"Plants 4&5 <3 m apart; 1,2,3 >3 m apart."
2018,AS025,MW012,3,43.534585,-79.645432,20,15,15.68,South,9/16/2018,137,12,Did_not_measure,5,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"Plants 4&5 <3 m apart; 1,2,3 >3 m apart."
2018,AS025,MW012,4,43.534585,-79.645432,20,15,15.68,South,9/16/2018,97,5,Did_not_measure,4,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"Plants 4&5 <3 m apart; 1,2,3 >3 m apart."
2018,AS025,MW012,5,43.534585,-79.645432,20,15,15.68,South,9/16/2018,134,10,Did_not_measure,3,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"Plants 4&5 <3 m apart; 1,2,3 >3 m apart."
2018,AS026,MW013,1,43.615384,-79.570454,6,15,9.89,South,9/10/2018,128,12,Did_not_measure,4,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Dense patch. <3m between plants
2018,AS026,MW013,2,43.615384,-79.570454,6,15,9.89,South,9/10/2018,79,6,Did_not_measure,4,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Dense patch. <3m between plants
2018,AS026,MW013,3,43.615384,-79.570454,6,15,9.89,South,9/10/2018,91,3,Did_not_measure,2,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Dense patch. <3m between plants
2018,AS026,MW013,4,43.615384,-79.570454,6,15,9.89,South,9/10/2018,115,11,Did_not_measure,7,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Dense patch. <3m between plants
2018,AS026,MW013,5,43.615384,-79.570454,6,15,9.89,South,9/10/2018,107,8,Did_not_measure,4,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Dense patch. <3m between plants
2018,AS027,MW014,1,43.648581,-79.521463,4000,50,7.05,South,9/10/2018,85,1,Did_not_measure,1,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"Sixth plant surveyed because plant #3 had immature seeds. Plant #6 data: height=48cm, pods=3, peduncles=3, leaf/seeds collected. ROW mowed; only fraction of original population left though new young plants present. >5m btwn surveyed plants."
2018,AS027,MW014,2,43.648581,-79.521463,4000,50,7.05,South,9/10/2018,82,1,Did_not_measure,2,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"Sixth plant surveyed because plant #3 had immature seeds. Plant #6 data: height=48cm, pods=3, peduncles=3, leaf/seeds collected. ROW mowed; only fraction of original population left though new young plants present. >5m btwn surveyed plants."
2018,AS027,MW014,3,43.648581,-79.521463,4000,50,7.05,South,9/10/2018,91,5,Did_not_measure,3,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"Sixth plant surveyed because plant #3 had immature seeds. Plant #6 data: height=48cm, pods=3, peduncles=3, leaf/seeds collected. ROW mowed; only fraction of original population left though new young plants present. >5m btwn surveyed plants."
2018,AS027,MW014,4,43.648581,-79.521463,4000,50,7.05,South,9/10/2018,82,2,Did_not_measure,4,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"Sixth plant surveyed because plant #3 had immature seeds. Plant #6 data: height=48cm, pods=3, peduncles=3, leaf/seeds collected. ROW mowed; only fraction of original population left though new young plants present. >5m btwn surveyed plants."
2018,AS027,MW014,5,43.648581,-79.521463,4000,50,7.05,South,9/10/2018,79,1,Did_not_measure,4,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"Sixth plant surveyed because plant #3 had immature seeds. Plant #6 data: height=48cm, pods=3, peduncles=3, leaf/seeds collected. ROW mowed; only fraction of original population left though new young plants present. >5m btwn surveyed plants."
2018,AS028,MW015,1,43.661177,-79.500382,12,25,5.98,South,9/10/2018,114,5,Did_not_measure,2,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Dense patch. <3m between plants
2018,AS028,MW015,2,43.661177,-79.500382,12,25,5.98,South,9/10/2018,78,5,Did_not_measure,2,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Dense patch. <3m between plants
2018,AS028,MW015,3,43.661177,-79.500382,12,25,5.98,South,9/10/2018,123,2,Did_not_measure,1,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Dense patch. <3m between plants
2018,AS028,MW015,4,43.661177,-79.500382,12,25,5.98,South,9/10/2018,137,7,Did_not_measure,3,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Dense patch. <3m between plants
2018,AS028,MW015,5,43.661177,-79.500382,12,25,5.98,South,9/10/2018,123,1,Did_not_measure,2,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Dense patch. <3m between plants
2018,AS029,MW016,1,43.711948,-79.535894,100,15,8.65,North,9/12/2018,88,2,Did_not_measure,1,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Original sampled plants mown; crossed ramp and sampled from there!
2018,AS029,MW016,2,43.711948,-79.535894,100,15,8.65,North,9/12/2018,72,1,Did_not_measure,1,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Original sampled plants mown; crossed ramp and sampled from there!
2018,AS029,MW016,3,43.711948,-79.535894,100,15,8.65,North,9/12/2018,129,0,Did_not_measure,6,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Original sampled plants mown; crossed ramp and sampled from there!
2018,AS029,MW016,4,43.711948,-79.535894,100,15,8.65,North,9/12/2018,88,0,Did_not_measure,4,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Original sampled plants mown; crossed ramp and sampled from there!
2018,AS029,MW016,5,43.711948,-79.535894,100,15,8.65,North,9/12/2018,97,4,Did_not_measure,2,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Original sampled plants mown; crossed ramp and sampled from there!
2018,AS030,MW017,1,43.501061,-79.844567,8000,80,25.57,Rural,9/13/2018,117,7,Did_not_measure,4,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,collected from corner; nobody answered. Plants less than 3m apart
2018,AS030,MW017,2,43.501061,-79.844567,8000,80,25.57,Rural,9/13/2018,118,5,Did_not_measure,6,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,collected from corner; nobody answered. Plants less than 3m apart
2018,AS030,MW017,3,43.501061,-79.844567,8000,80,25.57,Rural,9/13/2018,113,5,Did_not_measure,3,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,collected from corner; nobody answered. Plants less than 3m apart
2018,AS030,MW017,4,43.501061,-79.844567,8000,80,25.57,Rural,9/13/2018,105,4,Did_not_measure,3,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,collected from corner; nobody answered. Plants less than 3m apart
2018,AS030,MW017,5,43.501061,-79.844567,8000,80,25.57,Rural,9/13/2018,120,6,Did_not_measure,4,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,collected from corner; nobody answered. Plants less than 3m apart
